Year,Network,Species,Sex,Weight
2011,SGI,water.vole,male,195
2002,SGI,water.vole,male,200
2002,SGI,water.vole,male,200
2004,SGI,water.vole,male,200
2004,SGI,water.vole,male,200
2004,SGI,water.vole,male,200
2004,SGI,water.vole,male,200
2004,SGI,water.vole,male,200
2005,SGI,water.vole,male,200
2005,SGI,water.vole,male,200
2006,SGI,water.vole,male,200
2006,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2007,SGI,water.vole,male,200
2010,SGI,water.vole,male,200
2010,SGI,water.vole,male,200
2010,SGI,water.vole,male,200
2011,SGI,water.vole,male,200
2012,SGI,water.vole,male,200
2002,SGI,water.vole,male,205
2003,SGI,water.vole,male,205
2003,SGI,water.vole,male,205
2003,SGI,water.vole,male,205
2004,SGI,water.vole,male,205
2005,SGI,water.vole,male,205
2011,SGI,water.vole,male,205
2011,SGI,water.vole,male,205
2012,SGI,water.vole,male,205
2012,SGI,water.vole,male,205
1999,SGI,water.vole,male,210
1999,SGI,water.vole,male,210
1999,SGI,water.vole,male,210
2002,SGI,water.vole,male,210
2002,SGI,water.vole,male,210
2005,SGI,water.vole,male,210
2006,SGI,water.vole,male,210
2006,SGI,water.vole,male,210
2007,SGI,water.vole,male,210
2007,SGI,water.vole,male,210
2007,SGI,water.vole,male,210
2007,SGI,water.vole,male,210
2007,SGI,water.vole,male,210
2008,SGI,water.vole,male,210
2008,SGI,water.vole,male,210
2009,SGI,water.vole,male,210
2010,SGI,water.vole,male,210
1999,SGI,water.vole,male,215
2000,SGI,water.vole,male,215
2002,SGI,water.vole,male,215
2005,SGI,water.vole,male,215
2004,SGI,water.vole,male,220
2005,SGI,water.vole,male,220
2006,SGI,water.vole,male,220
2007,SGI,water.vole,male,220
2007,SGI,water.vole,male,220
2007,SGI,water.vole,male,220
2009,SGI,water.vole,male,220
2010,SGI,water.vole,male,220
2012,SGI,water.vole,male,220
2012,SGI,water.vole,male,220
2000,SGI,water.vole,male,225
2005,SGI,water.vole,male,225
1999,SGI,water.vole,male,230
2001,SGI,water.vole,male,230
2005,SGI,water.vole,male,230
1999,SGI,water.vole,male,235
2004,SGI,water.vole,male,235
2004,SGI,water.vole,male,235
1999,SGI,water.vole,male,240
2000,SGI,water.vole,male,240
2004,SGI,water.vole,male,240
2007,SGI,water.vole,male,240
2005,SGI,water.vole,male,250
2006,SGI,water.vole,male,250
2006,SGI,water.vole,male,250
1999,SGI,water.vole,male,255
2000,SGI,water.vole,male,255
2006,SGI,water.vole,male,260
2000,SGI,water.vole,male,270
2008,SGI,water.vole,male,275
2000,SGI,water.vole,male,290
2007,SGI,water.vole,male,290
